,MMM,ALK,ALLE,AAL,AME,AOS,ARNC,BA,CHRW,CAT,CTAS,CPRT,CSX,CMI,DE,DAL,DOV,ETN,EMR,EFX,EXPD,FAST,FDX,FLS,FLR,FTV,FBHS,GD,GE,GWW,HRS,HON,HII,INFO,ITW,IR,JEC,JBHT,JCI,KSU,LLL,LMT,MAS,NLSN,NSC,NOC,PCAR,PH,PNR,PWR,RTN,RSG,RHI,ROK,ROL,ROP,SNA,LUV,SWK,TXT,TDG,UNP,UAL,UPS,URI,UTX,VRSK,WAB,WM,XYL
2011-07-18,94.6,65.23,,7.03,43.19,40.37,15.17,69.55,78.07,107.8,30.44,45.05,25.19,103.5,79.8,8.06,65.67,50.59,54.86,33.81,48.77,33.62,90.46,103.84,64.3,,,69.46,18.29,156.31,41.83,56.57,33.2,,56.33,43.54,40.93,47.98,46.84,56.88,81.0,77.44,11.32,30.53,73.44,64.37,48.39,85.9,39.9,18.96,45.43,29.31,24.87,81.22,20.37,81.02,61.4,10.46,68.61,21.44,89.7,100.5,20.45,72.42,22.34,87.62,33.7,63.37,35.73,
2011-07-19,94.27,66.82,,7.01,43.85,43.15,15.45,70.53,79.3,109.64,30.86,45.43,25.48,106.58,80.88,8.26,67.07,51.45,55.47,34.26,49.68,34.44,91.77,106.4,65.75,,,69.93,18.58,156.24,42.46,57.43,33.31,,56.62,44.5,41.46,47.12,47.46,58.3,81.53,78.4,11.55,30.84,74.63,64.41,49.66,87.52,40.71,19.31,45.75,29.97,25.7,82.87,20.83,82.1,61.96,10.58,67.94,22.12,91.39,100.55,20.63,73.4,23.01,88.82,33.38,65.38,36.06,
2011-07-20,94.25,65.7,,6.9,43.97,43.32,15.51,72.07,78.69,110.31,33.89,45.29,25.05,106.75,80.48,8.14,66.56,51.1,55.74,34.23,49.24,34.18,92.19,106.52,65.56,,,69.94,18.79,155.66,42.45,57.34,33.23,,56.58,44.77,41.64,47.16,47.43,59.06,82.17,78.32,11.49,30.22,75.09,64.98,49.79,87.24,40.63,19.38,46.63,30.07,25.82,82.83,20.77,82.7,62.36,10.49,69.28,24.43,91.73,99.83,20.28,73.52,24.86,87.22,33.4,65.44,36.14,
2011-07-21,95.84,65.95,,6.9,44.68,44.11,15.77,72.89,79.795,111.6,34.18,45.56,25.49,107.57,82.3,8.17,66.36,51.55,55.97,34.79,50.295,34.47,93.08,111.0,67.18,,,71.57,19.16,156.17,43.32,58.21,33.42,,56.96,41.03,42.95,47.45,47.5,61.37,83.61,80.16,11.56,30.51,76.65,65.55,50.155,88.49,40.74,19.77,47.32,30.68,29.77,83.84,21.17,83.92,61.91,10.47,69.0,24.68,93.5,104.4,20.34,74.4,25.64,88.21,33.55,66.4,36.57,
2011-07-22,95.38,64.34,,6.8,44.61,44.65,15.84,72.67,80.43,105.15,34.37,45.79,25.38,106.78,81.24,8.1,66.84,51.16,55.1,34.46,50.52,34.25,92.79,111.05,67.38,,,70.8,19.04,155.45,43.36,56.4,33.91,,56.97,40.38,42.81,47.47,47.38,61.74,82.9,79.6,11.42,30.94,76.21,65.27,50.22,87.45,40.48,19.73,46.74,30.27,29.35,83.05,20.82,84.46,60.62,10.42,70.1,24.76,93.03,103.8,19.95,74.16,26.49,87.7,33.51,66.77,35.97,
2011-07-25,95.07,62.92,,6.5,45.11,44.31,15.65,71.31,81.21,105.66,33.92,45.39,25.46,106.66,81.89,7.86,66.62,52.59,55.28,34.22,50.54,34.32,91.88,110.28,67.6,,,71.15,18.96,154.84,42.96,56.3,34.28,,57.01,39.76,43.0,47.28,47.45,62.22,82.09,79.3,11.47,30.38,76.45,65.12,50.4,87.84,40.73,19.71,46.53,30.13,29.08,82.92,20.56,87.13,60.38,10.24,68.9,24.78,92.61,104.86,18.93,74.05,25.65,87.32,33.67,67.16,35.95,
2011-07-26,89.93,62.65,,6.39,45.15,43.26,15.48,70.16,80.25,105.2,33.61,44.79,25.05,110.82,80.9,8.02,64.57,50.83,54.05,33.91,49.7,33.83,91.0,107.13,66.92,,,70.32,18.56,149.99,42.71,55.34,35.16,,52.34,39.6,41.23,45.89,46.63,61.16,80.89,80.82,11.11,30.29,75.55,65.4,45.015,84.71,38.9,19.53,46.45,29.81,28.06,80.66,20.13,86.2,59.0,10.12,67.78,24.69,91.3,103.72,18.76,71.59,25.22,86.18,33.5,67.94,35.8,
2011-07-27,88.08,61.95,,6.18,43.67,41.84,14.93,70.63,73.88,101.34,32.65,43.98,24.68,106.49,79.42,7.61,61.65,49.3,50.43,33.15,47.6,33.27,89.14,103.05,64.39,,,68.63,18.11,148.76,41.28,53.46,34.2,,50.72,37.62,39.84,45.23,44.74,58.83,79.12,77.46,10.92,30.39,76.12,62.68,43.85,79.93,37.88,18.91,44.98,29.53,27.17,77.07,19.26,83.23,57.39,9.94,65.28,23.49,89.89,102.2,18.06,70.21,23.79,83.74,33.16,65.66,35.51,
2011-07-28,87.57,60.7,,5.98,42.74,41.43,14.83,70.66,72.705,99.64,32.63,43.78,24.73,105.74,79.39,7.63,60.41,48.02,49.62,34.65,48.02,33.86,87.86,98.15,63.32,,,67.75,18.11,148.84,40.42,53.0,34.0,,49.79,37.38,39.16,45.16,44.77,59.13,79.89,75.29,10.59,30.39,76.51,60.71,43.175,78.56,37.22,18.58,45.02,28.75,27.16,73.48,19.0,82.32,57.07,9.79,64.85,23.01,90.01,103.17,17.16,69.14,23.27,82.92,33.23,64.99,32.68,
2011-07-29,87.14,61.12,,6.24,42.5,41.47,14.73,70.47,72.31,98.79,32.55,43.45,24.57,104.88,78.51,7.89,60.47,47.95,49.09,34.36,47.72,33.65,86.88,99.38,63.53,,,68.14,17.91,148.37,39.87,53.1,33.48,,49.8,37.42,39.14,45.24,44.29,59.35,79.12,75.73,10.55,29.96,75.7,60.51,42.81,79.02,36.81,18.52,44.73,29.03,27.38,71.76,19.09,81.63,56.86,9.96,65.77,23.13,90.07,102.48,18.12,69.22,23.01,82.84,33.3,64.52,31.49,
2011-08-01,86.77,60.07,,5.96,42.48,41.61,14.75,70.33,71.69,100.72,32.06,43.39,24.7,103.79,78.72,7.8,60.77,47.54,49.06,34.08,47.09,32.92,86.0,98.8,62.78,,,67.51,17.97,147.3,38.99,53.06,32.84,,49.9,37.27,38.86,45.02,44.45,59.39,76.61,74.46,10.55,29.89,75.24,59.6,42.15,77.46,36.56,17.9,44.32,28.76,26.86,71.15,18.85,80.28,56.77,9.72,65.43,22.27,89.05,101.31,17.99,67.62,22.38,82.34,32.8,65.14,31.48,
2011-08-02,85.27,57.07,,5.52,40.67,40.43,14.16,67.7,70.41,97.18,30.89,42.33,23.47,99.15,76.82,7.43,58.4,45.2,47.06,33.06,45.0,31.55,84.44,94.59,60.53,,,66.16,17.21,141.43,37.98,51.2,32.45,,48.34,35.22,37.72,43.48,42.73,56.72,74.23,73.68,10.05,29.0,72.96,57.53,40.35,70.88,35.37,17.07,43.88,28.05,25.86,67.69,18.58,77.75,54.48,9.39,63.37,21.01,86.73,97.59,17.13,66.28,20.75,78.93,31.45,62.42,30.66,
2011-08-03,86.18,58.57,,5.9,40.87,40.69,14.26,67.34,71.51,96.28,31.2,42.43,23.62,101.54,77.07,7.55,59.22,45.48,48.46,33.35,46.4,32.56,85.74,96.67,60.34,,,65.9,17.47,142.78,39.09,51.59,32.09,,48.87,34.83,38.08,43.6,43.76,57.48,73.19,73.56,10.13,29.11,71.86,57.11,40.09,72.19,35.51,18.93,43.29,27.81,25.62,70.82,18.79,79.13,54.89,9.65,64.69,20.66,88.62,98.28,18.13,67.26,20.5,79.31,33.43,62.76,30.86,
2011-08-04,82.23,55.45,,5.63,38.24,38.92,12.94,63.09,68.34,89.55,29.83,41.0,22.03,93.16,72.41,7.02,55.17,41.94,46.01,31.72,43.9,31.27,82.1,90.49,54.59,,,63.22,16.47,136.63,36.7,48.69,31.6,,46.5,32.78,36.01,41.385,41.62,52.73,70.32,71.32,9.23,28.12,68.86,55.31,38.99,67.85,33.76,17.37,41.21,26.82,24.74,65.27,18.38,74.62,52.64,8.84,62.12,19.0,81.05,92.78,17.02,65.23,17.44,74.37,32.99,57.81,30.07,
2011-08-05,82.75,55.07,,5.52,37.04,38.08,12.79,62.75,68.13,90.99,29.58,40.39,21.97,92.26,72.66,6.97,55.3,42.35,45.39,31.87,43.86,31.59,82.36,88.61,57.11,,,64.44,16.51,138.5,37.51,47.98,31.13,,46.33,31.86,35.64,42.44,41.38,52.13,69.93,72.82,9.18,27.65,69.19,55.49,39.2,67.6,33.53,17.35,41.3,26.83,24.13,62.47,18.28,73.23,52.07,8.47,61.59,18.59,81.85,92.47,16.82,65.69,17.65,74.14,33.18,57.39,30.37,
2011-08-08,78.59,52.21,,4.97,33.74,35.4,11.33,58.71,64.26,82.6,27.25,37.62,20.59,83.67,67.05,6.62,50.61,37.97,42.53,29.67,41.74,29.47,77.54,82.46,50.12,,,60.8,15.43,129.86,34.9,44.29,29.89,,42.9,29.51,33.13,39.16,37.81,47.86,65.54,68.9,8.24,26.12,64.91,51.75,35.72,62.17,30.08,15.46,39.41,24.76,22.17,56.46,16.72,67.74,47.52,8.08,56.09,16.38,73.83,87.45,16.61,62.4,14.75,69.74,31.5,51.84,28.17,
2011-08-09,82.69,56.17,,5.79,36.88,37.26,12.24,62.34,65.0,87.48,28.35,39.2,22.08,91.11,70.93,7.08,53.98,40.75,44.73,30.83,42.85,31.27,79.75,88.0,54.97,,,62.42,15.96,132.57,36.6,46.76,29.72,,44.38,30.08,34.5,40.81,40.0,52.33,68.29,70.88,8.34,27.05,67.88,53.24,37.31,66.9,31.99,17.08,41.17,26.24,23.48,60.89,18.05,71.2,49.57,8.44,59.79,17.45,84.87,91.89,18.46,64.1,15.74,71.57,31.93,55.95,29.4,
2011-08-10,78.23,52.35,,5.32,35.42,34.95,11.6,57.41,62.95,83.51,27.24,37.96,21.54,86.25,67.99,6.68,51.58,39.01,41.89,29.54,41.21,29.96,75.32,84.51,53.87,,,58.38,15.09,126.11,34.52,43.22,28.01,,42.32,28.21,33.32,38.82,38.12,51.06,64.24,66.87,8.11,26.47,66.71,50.09,35.9,63.02,30.59,16.64,39.0,25.36,21.89,58.56,16.96,67.61,46.5,8.17,56.5,16.24,78.97,88.73,17.0,61.99,14.64,67.44,30.98,54.05,28.7,
2011-08-11,81.22,54.8,,5.48,37.95,36.92,12.25,58.85,66.08,87.25,29.28,39.86,22.3,91.87,73.48,6.97,54.62,40.65,45.68,30.63,44.07,31.71,79.88,89.65,57.42,,,61.51,15.68,133.22,36.62,44.63,27.83,,44.83,29.1,35.24,39.89,40.6,53.22,67.31,68.84,8.37,27.43,68.0,51.78,36.69,66.71,32.55,17.75,40.32,26.33,23.08,62.05,17.96,71.58,48.93,8.29,59.89,16.95,86.84,91.98,17.82,64.72,16.13,69.74,31.92,56.94,30.73,
2011-08-12,82.54,55.98,,5.53,38.27,37.36,12.26,61.75,68.4,89.81,29.83,39.85,22.6,94.47,74.97,6.97,55.05,41.81,46.3,30.95,44.34,32.35,80.48,90.51,58.79,,,61.18,15.88,135.84,36.7,46.88,28.02,,45.09,30.39,35.23,41.31,40.58,54.47,68.98,69.12,8.56,27.05,68.17,51.89,36.84,69.58,32.84,17.71,40.76,26.91,23.05,64.93,18.04,72.63,50.07,8.31,61.26,17.05,87.72,92.72,17.62,65.2,16.9,72.45,32.22,56.98,30.79,
2011-08-15,83.31,57.46,,5.88,38.85,37.98,12.56,62.7,68.49,91.37,30.41,40.39,22.98,96.18,76.5,7.32,56.54,42.68,46.91,31.19,44.5,32.77,81.85,92.18,60.42,,,62.77,16.39,138.57,37.49,47.23,28.59,,45.29,31.4,36.05,40.69,41.41,56.02,69.63,70.26,8.83,27.88,69.31,53.05,38.075,71.09,33.66,18.13,41.24,28.07,23.39,64.53,18.38,73.55,51.21,8.5,62.85,17.14,89.04,93.85,18.26,65.88,17.41,73.54,32.21,57.61,30.97,
2011-08-16,82.13,57.56,,5.97,38.19,37.2,12.26,62.23,67.48,89.35,30.31,40.64,22.41,93.68,75.16,7.66,55.06,42.24,46.07,30.54,44.08,32.5,80.1,90.0,59.56,,,62.04,16.15,137.26,37.05,46.03,29.48,,44.77,30.9,35.14,39.75,41.36,53.65,67.65,70.69,8.8,27.87,68.22,53.24,37.68,69.97,33.05,17.81,40.91,27.91,23.04,63.01,18.13,71.06,50.26,8.53,61.02,16.96,89.79,91.53,18.95,65.2,17.1,72.55,32.5,56.6,30.6,
2011-08-17,80.93,57.3,,5.69,37.89,36.89,12.26,62.18,67.2,87.64,30.24,40.7,22.56,91.93,74.26,7.8,54.35,41.54,45.89,30.78,43.43,32.03,79.13,90.52,60.55,,,61.88,16.23,137.08,36.98,45.99,29.49,,44.05,30.02,34.95,39.45,41.63,53.96,67.53,71.19,8.7,28.51,68.3,52.76,37.26,69.1,32.77,17.51,41.36,28.17,22.74,61.99,18.22,70.63,49.95,8.47,60.72,16.74,91.23,91.93,18.96,65.08,16.79,72.05,32.39,56.04,31.2,
2011-08-18,77.42,53.87,,5.35,35.41,34.86,11.51,58.93,64.24,83.33,28.86,39.08,21.18,83.34,70.15,7.39,50.94,38.7,42.95,29.0,41.195,29.97,74.46,83.8,55.14,,,58.23,15.34,130.95,34.71,42.76,28.64,,41.42,27.8,32.56,37.21,38.69,47.47,64.33,69.38,7.87,27.41,64.24,50.04,34.88,65.64,30.95,16.27,40.15,27.43,21.46,55.73,17.19,67.53,46.41,8.04,56.75,15.47,85.63,86.05,18.03,62.28,14.19,68.12,31.68,53.14,29.72,
2011-08-19,76.87,53.33,,5.14,34.87,34.43,11.22,57.54,63.67,79.97,28.44,38.98,20.4,79.91,69.01,7.21,50.02,37.9,42.46,28.79,40.33,29.86,73.16,80.96,54.18,,,57.47,15.09,130.34,34.78,42.19,28.63,,41.36,27.56,31.88,36.93,37.83,46.0,63.01,69.39,7.56,26.56,63.06,49.26,34.02,64.03,30.26,16.26,39.87,27.5,21.32,53.66,17.01,65.97,45.92,7.89,56.12,15.21,84.78,85.69,17.27,61.7,13.11,67.45,31.64,52.47,29.4,
2011-08-22,76.95,52.77,,5.11,35.22,34.44,11.23,58.38,64.53,79.89,28.85,39.02,20.19,79.95,70.0,7.22,51.06,37.86,42.6,29.17,40.57,30.11,73.0,81.77,54.5,,,58.2,15.11,132.68,34.85,41.94,28.4,,42.04,27.37,32.26,37.53,38.01,46.23,63.8,69.92,7.46,27.68,62.56,50.03,34.19,63.6,30.78,16.19,39.93,28.08,21.95,53.71,17.24,65.91,46.25,7.85,55.99,14.88,85.83,85.98,16.75,62.0,13.34,67.68,32.83,52.43,30.12,
2011-08-23,79.67,54.66,,5.33,36.88,35.88,11.68,60.77,66.51,82.98,29.805,40.2,20.5,84.15,72.66,7.26,53.5,39.33,44.39,30.07,42.72,31.23,74.79,85.6,56.46,,,59.51,15.54,138.15,37.03,44.16,29.25,,43.83,29.11,33.76,38.8,39.72,48.03,64.07,71.88,7.76,27.44,64.5,51.48,35.88,65.67,32.11,16.96,41.05,28.92,22.47,57.31,18.39,68.65,48.48,8.01,58.77,15.21,86.9,88.43,17.42,63.84,14.3,69.93,33.97,55.52,32.13,
2011-08-24,80.29,55.03,,5.3,36.94,36.31,11.87,61.69,67.47,85.4,30.48,40.78,21.0,86.58,75.1,7.25,54.66,40.7,45.79,30.82,43.74,31.67,76.6,86.97,57.57,,,61.0,15.72,140.98,37.55,44.82,30.6,,44.73,30.1,34.97,39.05,40.14,48.94,65.39,73.26,7.99,27.75,65.43,52.72,36.43,67.85,32.92,17.49,42.06,29.67,22.72,58.93,19.09,70.66,49.54,8.21,59.65,15.77,86.92,89.06,17.52,64.82,14.65,71.41,33.97,56.63,33.11,
2011-08-25,78.19,53.57,,5.08,36.14,35.37,11.59,61.1,66.31,83.25,29.98,40.09,20.91,85.13,73.06,6.83,52.84,39.42,44.46,30.5,42.73,30.94,74.76,83.71,56.13,,,60.0,15.45,138.02,36.53,44.73,29.67,,43.57,29.7,34.12,38.46,39.8,47.8,63.69,72.04,7.88,27.52,64.23,51.24,35.36,65.79,31.89,17.21,40.89,29.36,22.19,57.73,18.54,70.65,48.16,8.12,58.17,15.05,85.95,88.46,17.01,63.66,14.95,70.75,33.32,55.56,32.48,
2011-08-26,80.01,55.99,,5.26,36.9,37.51,11.86,62.8,67.99,85.16,30.58,40.98,21.45,87.47,76.03,7.12,54.39,40.23,45.41,31.21,43.85,32.17,75.72,86.47,57.39,,,61.28,15.54,143.05,37.69,45.48,30.25,,44.79,31.56,35.25,39.38,40.37,50.68,64.61,73.25,8.05,28.29,65.18,52.16,35.8,67.7,33.01,18.12,41.59,29.68,22.64,59.84,19.07,72.26,49.57,8.2,59.85,15.64,87.8,89.55,17.92,64.7,16.21,71.56,33.67,57.95,32.34,
2011-08-29,82.1,58.64,,5.55,38.19,39.09,12.42,64.6,70.47,88.15,31.5,42.09,21.8,90.46,78.91,7.5,56.28,42.1,46.88,31.86,45.6,33.01,78.75,90.9,59.59,,,63.01,16.04,148.59,39.63,47.0,30.8,,46.45,32.56,36.27,40.47,41.41,53.33,65.85,74.07,8.85,29.55,66.46,53.93,38.0,70.79,34.55,18.36,42.57,30.5,23.43,60.53,20.67,74.86,51.72,8.68,62.0,16.45,91.37,90.84,18.59,66.73,17.18,73.87,34.42,60.57,33.9,
2011-08-30,82.07,58.29,,5.52,39.02,39.19,12.36,66.03,71.28,89.83,31.69,42.43,21.89,90.98,80.11,7.61,57.24,42.75,46.46,32.04,45.98,33.49,78.83,92.84,60.59,,,63.95,16.12,150.41,39.98,47.29,30.62,,46.42,32.92,37.13,40.85,41.23,54.54,67.23,74.1,8.88,29.43,67.61,54.41,38.12,71.41,34.62,19.18,42.85,30.41,23.93,62.33,20.89,75.53,51.85,8.54,62.06,16.71,89.9,92.75,18.75,67.23,16.95,73.76,34.52,61.28,33.47,
2011-08-31,82.98,57.73,,5.59,39.08,39.29,12.81,66.86,70.5,91.0,31.98,43.04,21.94,92.92,80.82,7.53,57.52,42.95,46.55,32.33,45.5,33.47,78.72,94.34,60.72,,,64.08,16.31,154.1,40.35,47.81,29.94,,46.54,33.51,37.24,40.19,41.58,54.16,67.82,74.19,8.87,29.66,67.68,54.62,37.63,73.43,34.32,19.19,43.23,30.36,23.92,64.13,20.91,76.95,52.91,8.62,61.98,16.87,91.86,92.17,18.59,67.39,16.68,74.25,34.84,60.89,33.04,
2011-09-01,81.61,55.79,,5.29,38.31,38.49,12.49,66.05,69.35,88.55,31.55,42.34,21.53,90.76,79.89,7.42,56.56,42.05,45.6,31.83,44.85,32.955,78.04,90.94,59.73,,,63.1,16.2,150.96,39.68,46.88,29.51,,45.21,32.53,36.55,40.01,41.31,52.78,66.68,73.05,8.33,29.39,66.85,53.46,36.955,72.29,33.4,18.78,42.56,30.0,23.34,62.39,20.43,75.53,52.4,8.43,60.36,16.41,91.04,91.39,18.41,66.67,16.48,73.05,34.54,59.11,32.08,
2011-09-02,79.35,54.38,,5.22,36.69,36.88,12.04,64.03,66.99,85.38,30.83,41.33,20.56,86.82,78.03,7.27,55.02,40.32,44.03,31.02,43.08,32.06,74.9,89.11,58.13,,,60.94,15.76,148.4,38.23,45.45,27.62,,43.67,32.38,35.03,38.46,39.73,50.98,64.69,71.37,7.98,29.51,65.12,51.8,35.67,69.41,32.15,17.94,41.27,29.0,22.48,59.3,19.73,73.46,50.35,8.25,58.12,15.56,89.41,88.27,18.07,65.61,15.51,71.04,33.92,57.23,30.71,
2011-09-06,78.08,53.97,,5.04,36.89,37.03,11.78,62.77,65.4,85.7,30.26,41.2,20.36,85.54,77.14,7.13,53.87,40.05,43.45,30.54,41.84,32.22,73.6,87.94,57.89,,,60.3,15.25,148.99,37.95,45.05,27.59,,43.4,32.85,35.14,37.75,39.8,50.56,64.11,71.22,7.85,28.83,65.03,51.66,35.47,68.07,31.98,18.0,40.75,28.85,22.09,57.18,19.55,72.34,49.73,8.06,57.58,15.11,88.08,88.52,17.64,64.35,15.61,70.5,33.46,56.97,30.72,
2011-09-07,80.57,56.31,,5.21,37.94,38.1,12.25,64.9,68.0,88.69,31.25,42.42,20.82,90.5,79.35,7.47,53.93,41.23,44.74,31.74,43.54,33.06,76.27,90.42,60.18,,,61.35,15.8,153.04,39.31,47.03,28.69,,45.0,34.46,37.11,38.87,40.73,52.39,66.2,72.94,8.25,29.07,66.86,53.11,36.82,70.3,33.3,18.61,41.84,29.32,22.74,59.25,20.37,74.86,51.65,8.35,59.06,15.66,90.94,89.72,18.54,64.99,17.25,72.96,34.33,58.95,31.45,
2011-09-08,79.26,54.71,,5.14,37.88,37.27,12.03,62.81,67.09,87.04,30.81,41.41,20.2,90.01,77.26,7.31,52.99,39.86,44.38,31.28,43.12,32.66,74.99,89.42,59.86,,,60.4,15.59,152.45,39.41,45.93,27.14,,44.15,33.35,36.31,38.67,40.3,51.31,65.27,71.94,7.98,29.13,66.48,52.78,36.52,69.69,32.59,18.42,41.42,29.03,22.08,57.76,20.17,73.41,51.01,8.13,57.2,15.6,89.39,88.19,17.94,64.9,16.75,72.63,34.2,58.45,31.2,
2011-09-09,76.65,53.96,,5.02,36.38,36.45,11.58,61.79,66.55,83.96,30.16,40.87,19.58,88.16,75.26,7.18,51.67,38.66,43.4,30.24,42.06,32.31,73.4,85.65,57.51,,,59.0,15.09,149.22,38.51,44.72,26.73,,42.51,32.27,35.23,38.05,39.68,49.62,63.84,71.57,7.8,28.33,64.83,51.81,35.38,66.38,31.31,17.78,40.64,28.23,21.15,56.56,19.49,70.9,49.15,8.06,54.91,15.26,86.65,85.09,17.73,64.22,15.87,70.53,33.44,56.28,30.48,
2011-09-12,78.22,54.28,,4.85,35.99,35.32,11.55,62.39,66.75,83.87,30.52,40.92,19.51,87.06,75.04,7.38,50.2,38.46,43.8,30.51,41.76,32.8,73.63,84.61,57.52,,,58.9,15.01,151.72,39.19,44.14,27.2,,42.36,32.68,34.85,38.14,40.28,49.71,64.37,72.24,7.57,27.8,64.76,52.42,35.57,66.08,31.66,17.79,40.94,28.27,20.86,57.17,19.53,71.01,48.7,7.96,54.02,15.39,85.65,84.29,17.96,63.87,15.64,71.13,33.26,56.18,30.83,
2011-09-13,77.81,56.43,,5.64,37.22,36.01,11.63,62.85,67.93,85.02,30.85,41.38,20.22,92.2,76.56,7.99,51.2,39.31,44.65,31.01,43.4,34.35,74.97,86.71,58.38,,,58.99,15.41,157.27,39.65,44.57,27.97,,43.41,33.22,35.67,39.55,41.27,52.62,64.61,72.71,7.69,27.61,66.88,52.39,36.06,67.69,32.46,18.2,41.09,28.51,21.39,58.18,19.9,72.89,49.45,8.31,54.94,15.75,87.62,87.47,19.28,64.67,16.5,72.45,33.66,57.9,31.15,
2011-09-14,79.44,59.54,,5.74,38.17,36.78,11.73,63.03,69.09,85.45,31.19,42.23,20.6,94.17,77.29,8.39,52.16,40.19,45.0,31.51,44.16,35.18,76.01,88.36,59.03,,,59.86,15.79,159.73,40.1,45.41,28.4,,44.8,33.65,36.02,40.05,41.34,53.39,65.21,73.58,7.95,27.06,68.3,52.91,37.125,69.35,33.32,18.53,41.07,28.85,21.85,58.68,20.18,72.93,50.78,8.5,56.88,16.76,89.59,88.76,20.13,66.16,17.48,73.68,34.74,59.66,31.77,
2011-09-15,80.63,59.71,,5.86,38.85,37.25,11.98,64.32,69.98,86.6,31.59,41.23,21.04,97.86,78.64,8.46,52.91,41.22,45.91,32.16,44.99,35.9,77.08,89.63,60.63,,,61.22,16.08,161.63,40.69,46.64,28.23,,45.6,34.89,36.77,40.0,42.38,54.35,66.17,75.44,7.99,27.72,69.72,54.17,38.38,70.59,34.15,18.91,41.57,29.02,22.5,60.11,20.2,76.08,51.75,8.6,57.02,17.45,89.45,91.24,20.33,66.18,18.23,75.61,34.79,60.68,32.28,
2011-09-16,80.53,59.88,,5.91,38.44,37.51,11.97,65.38,70.32,85.9,31.49,41.32,21.43,97.84,78.02,8.4,52.34,39.74,45.74,32.3,44.33,36.31,76.4,88.75,60.57,,12.7,60.6,16.33,159.89,40.72,47.13,28.7,,45.39,35.7,36.54,40.02,43.7,54.71,67.17,76.03,7.97,28.28,70.42,54.82,38.1,70.07,33.97,18.83,42.13,28.84,22.7,59.49,20.18,75.97,51.8,8.97,56.73,18.63,92.37,91.64,20.46,66.59,18.67,75.5,34.78,60.45,32.01,
2011-09-19,79.21,59.15,,5.8,38.18,36.93,11.58,64.15,70.04,84.6,31.01,40.5,20.51,97.03,77.19,8.31,51.82,39.77,45.44,31.74,44.36,36.49,75.76,87.02,58.56,,13.78,60.17,16.18,160.36,40.03,47.32,28.28,,45.11,33.64,35.59,39.33,44.75,52.7,65.57,76.69,7.73,28.26,68.22,53.88,37.65,69.46,33.95,19.04,41.88,28.15,22.16,58.57,19.84,74.59,50.75,8.67,55.32,17.57,92.12,89.63,20.76,65.8,18.34,75.55,34.36,59.52,31.25,
2011-09-20,79.21,57.93,,5.97,37.2,36.74,11.25,63.56,69.14,83.66,30.83,39.83,20.23,94.25,75.98,8.37,50.8,38.56,45.55,31.62,43.5,36.62,75.22,85.02,57.16,,13.7,59.55,16.04,160.47,39.12,46.75,27.31,,45.0,33.2,34.99,37.97,45.05,52.06,64.37,75.44,7.61,27.67,67.54,53.85,37.16,67.38,33.61,18.9,41.35,28.42,22.0,56.44,19.53,73.37,49.92,8.49,53.95,17.6,90.19,88.38,20.77,66.21,17.87,76.01,34.87,57.91,31.14,
2011-09-21,76.34,55.39,,5.85,35.84,35.3,10.86,61.02,66.46,79.36,29.61,37.65,18.59,91.61,72.82,8.0,49.28,36.21,43.75,30.58,42.18,35.86,72.5,79.93,53.76,,13.4,57.27,15.38,157.05,37.36,44.87,27.42,,43.65,31.79,33.9,35.98,43.96,49.69,60.99,72.65,7.19,28.59,61.93,51.89,35.44,64.61,32.77,18.91,39.81,27.21,20.94,54.05,18.84,70.93,47.39,8.3,50.91,16.93,86.18,83.07,19.83,64.34,16.68,74.87,35.0,55.19,29.62,
2011-09-22,72.9,55.45,,5.73,33.52,34.27,10.11,58.72,65.19,73.9,28.77,37.03,18.61,85.26,68.59,7.58,46.07,34.81,41.98,29.92,39.91,34.48,66.58,75.15,49.52,,13.2,55.87,15.04,154.49,35.19,41.97,27.1,,42.08,30.23,32.51,35.6,42.99,48.46,58.94,73.14,6.96,26.12,60.44,51.13,33.42,61.91,31.58,18.32,38.83,26.95,20.06,51.54,18.4,67.57,44.77,8.03,47.83,16.41,82.47,82.44,19.24,62.17,15.78,68.31,33.93,53.22,29.35,
2011-09-23,73.99,58.4,,6.13,32.92,34.23,10.07,59.51,66.02,73.86,28.39,37.49,19.25,86.26,67.47,8.17,46.28,34.73,42.33,30.23,40.45,34.45,67.3,74.64,50.31,,12.25,55.92,15.21,154.27,35.54,42.43,27.09,,42.66,31.0,33.76,36.37,42.98,49.41,60.15,72.09,7.14,26.62,61.53,51.05,34.06,62.32,31.66,19.03,39.31,27.79,20.36,52.29,18.53,69.95,45.01,8.38,50.53,16.93,84.93,83.11,20.46,62.0,16.11,68.92,33.13,53.68,30.81,
2011-09-26,75.19,58.66,,6.43,35.52,34.04,10.45,62.01,68.15,76.85,28.91,38.76,19.05,89.48,68.44,8.3,48.42,35.85,43.7,31.18,41.32,34.93,69.75,77.53,50.99,,12.67,56.85,15.57,158.13,36.28,43.8,26.98,,44.08,32.61,34.48,37.29,42.96,50.42,62.74,73.78,7.26,26.76,62.62,52.41,34.98,63.5,32.55,19.03,40.41,28.31,20.95,54.88,19.21,70.44,45.73,8.71,51.8,17.99,85.24,83.72,21.43,63.21,17.02,71.55,33.62,55.24,32.09,
