,APD,ALB,AVY,BLL,CE,CF,DOW,DWDP,EMN,ECL,FMC,FCX,IP,IFF,LIN,LYB,MLM,MOS,NEM,NUE,PKG,PPG,SEE,SHW,VMC,WRK
2010-07-27,72.37,44.5,37.91,57.78,29.13,76.43,,,59.6,48.35,61.75,69.83,25.49,45.78,,18.23,86.34,44.93,55.78,39.8,24.77,68.8,22.96,69.5,46.89,
2010-07-28,72.51,43.3,36.17,57.09,28.44,77.69,,,59.62,48.86,61.94,70.38,24.12,46.03,,17.93,85.43,46.45,55.4,39.55,24.21,68.84,22.33,69.39,46.0,
2010-07-29,72.69,43.4,36.2,57.05,27.95,81.0,,,59.76,48.88,63.0,70.74,24.09,45.55,,17.94,84.41,47.59,55.72,39.16,23.94,68.82,21.86,68.59,45.02,
2010-07-30,72.58,43.62,35.85,58.24,28.09,81.19,,,62.64,48.91,62.49,71.54,24.2,45.38,,18.0,85.4,47.65,55.9,39.14,24.0,69.47,21.63,69.15,45.24,
2010-08-02,74.99,44.65,36.93,58.96,29.27,82.48,,,63.8,49.13,63.55,74.8,25.18,45.92,,18.06,87.38,49.39,55.6,40.27,25.04,71.12,22.32,70.93,46.85,
2010-08-03,75.68,44.29,36.56,58.81,28.86,81.08,,,63.56,48.79,63.49,74.03,24.51,45.66,,17.9,82.41,48.1,55.47,39.86,24.36,70.02,22.25,70.49,42.56,
2010-08-04,76.7,45.39,36.56,58.68,29.31,82.89,,,63.95,49.5,64.44,75.0,24.54,45.89,,18.3,81.59,50.38,56.25,40.3,24.5,70.88,22.49,70.59,42.26,
2010-08-05,77.06,45.27,36.43,58.92,29.35,85.8,,,63.68,49.35,64.43,74.07,24.63,46.84,,18.24,82.19,51.29,56.71,39.98,24.36,70.25,22.4,69.93,41.6,
2010-08-06,76.22,45.41,36.18,58.46,29.09,84.31,,,63.68,49.17,64.21,74.61,24.06,46.87,,18.0,82.61,51.19,57.04,39.99,24.04,69.55,22.36,69.69,41.62,
2010-08-09,77.0,45.87,36.46,58.79,29.73,83.55,,,64.07,49.35,64.37,74.73,23.69,47.62,,18.05,82.86,51.14,57.24,40.02,24.34,69.77,22.63,69.86,41.6,
2010-08-10,76.93,44.99,36.06,58.79,29.21,81.3,,,63.18,48.96,62.77,73.21,22.91,47.34,,17.99,81.83,50.84,57.4,39.7,24.01,69.34,22.47,69.54,40.6,
2010-08-11,75.4,43.28,34.69,57.2,27.61,81.93,,,60.92,47.87,61.01,70.04,21.87,46.0,,17.61,79.03,49.42,56.04,38.36,23.15,67.05,21.79,68.93,39.74,
2010-08-12,74.7,42.16,34.44,57.43,27.25,84.39,,,60.65,48.04,60.86,70.39,21.87,45.82,,17.5,78.07,51.3,57.75,38.56,23.27,66.85,21.69,69.4,38.69,
2010-08-13,75.68,41.73,34.14,57.17,27.42,84.65,,,60.13,47.7,60.72,70.07,21.87,46.35,,18.02,77.78,51.2,56.72,38.09,23.02,66.31,21.64,69.1,38.32,
2010-08-16,75.9,41.81,34.17,56.62,27.2,84.59,,,60.58,47.73,61.07,70.63,21.59,45.89,,18.7,76.61,51.13,57.71,38.42,22.89,66.51,21.65,68.27,38.25,
2010-08-17,76.72,42.86,34.86,57.7,28.27,88.53,,,62.36,48.38,62.54,72.83,21.99,47.03,,19.07,78.64,55.6,58.38,39.32,23.89,67.74,22.53,69.68,38.61,
2010-08-18,77.03,42.93,34.89,58.3,27.87,89.81,,,62.24,48.05,63.07,73.22,21.87,46.9,,19.8,78.91,57.88,59.49,39.34,23.39,67.25,21.84,69.56,39.2,
2010-08-19,75.59,41.87,34.05,57.35,26.89,88.85,,,60.63,47.09,61.59,72.09,21.28,45.66,,19.8,76.95,56.56,58.44,38.54,22.85,65.59,21.38,67.63,38.47,
2010-08-20,75.01,41.23,33.81,57.14,26.27,90.01,,,60.94,47.45,61.84,71.37,21.21,45.83,,19.89,77.76,56.64,58.02,38.37,23.06,65.4,21.22,68.34,38.9,
2010-08-23,74.69,40.81,33.37,57.22,25.95,88.84,,,60.35,46.72,62.13,70.36,21.01,45.47,,20.06,76.8,59.77,57.58,37.76,22.4,65.01,20.96,67.64,38.31,
2010-08-24,73.84,40.03,32.73,56.25,25.0,87.08,,,58.96,46.44,60.85,67.05,20.54,44.67,,19.99,72.61,58.11,57.12,36.68,22.16,64.21,20.47,67.15,37.0,
2010-08-25,73.55,39.92,32.33,56.34,26.15,86.74,,,59.07,46.56,60.4,66.66,20.32,44.92,,19.93,73.05,56.29,58.74,36.68,22.55,65.14,20.51,69.15,37.6,
2010-08-26,73.56,39.69,32.16,55.5,26.18,89.0,,,59.67,46.5,61.15,67.11,19.88,45.15,,20.0,73.12,55.79,59.44,36.38,22.32,65.32,20.28,68.99,37.7,
2010-08-27,74.42,40.64,32.99,56.49,27.0,93.16,,,61.12,47.62,63.06,71.2,20.38,46.15,,20.44,75.16,58.27,59.95,37.25,22.94,67.1,20.9,70.24,38.48,
2010-08-30,73.7,39.89,32.39,55.49,26.59,91.32,,,60.17,47.16,62.42,70.36,19.97,45.63,,20.22,73.12,57.25,59.92,36.66,22.3,65.48,20.65,69.24,37.45,
2010-08-31,74.03,40.09,32.52,56.08,26.7,92.5,,,61.55,47.4,62.28,71.99,20.46,45.69,,20.5,73.2,58.66,61.32,36.78,22.29,65.83,20.51,70.38,36.76,
2010-09-01,74.75,41.94,33.78,57.76,28.05,92.71,,,64.25,48.61,63.83,76.19,21.58,47.39,,21.02,75.65,58.47,60.32,37.96,23.18,68.16,20.5,70.88,37.66,
2010-09-02,77.19,42.39,34.27,58.7,28.45,93.2,,,64.15,49.15,64.49,76.96,21.99,47.67,,20.95,77.15,58.35,61.53,38.44,23.7,68.92,20.85,72.48,38.39,
2010-09-03,78.04,43.32,34.89,59.08,29.0,94.95,,,65.92,49.41,65.26,78.55,22.39,47.72,,21.13,77.28,58.1,60.87,38.68,24.02,69.98,21.16,72.32,38.55,
2010-09-07,77.38,42.35,34.31,58.51,28.0,95.13,,,64.61,48.69,64.74,77.86,22.01,46.93,,20.96,78.79,57.86,62.07,39.38,23.72,68.28,21.04,71.86,38.26,
2010-09-08,77.79,42.46,34.44,58.71,28.57,96.21,,,65.06,49.06,65.54,79.14,21.58,47.06,,20.99,77.01,59.67,61.57,40.03,23.27,69.1,21.25,72.31,38.25,
2010-09-09,77.95,41.66,34.49,58.88,28.73,94.06,,,65.52,49.19,64.78,78.16,22.05,46.9,,20.7,77.18,58.67,60.22,39.83,23.49,69.31,21.45,72.03,38.11,
2010-09-10,77.95,41.04,34.61,59.4,29.0,95.3,,,65.15,48.79,64.21,79.31,22.39,46.66,,20.79,77.35,59.35,60.68,40.09,23.67,70.77,21.69,72.27,38.46,
2010-09-13,78.78,42.13,35.39,59.67,30.51,98.08,,,67.5,49.1,65.89,81.7775,23.06,46.81,,21.38,78.55,59.66,60.42,40.66,23.87,71.64,21.94,72.94,38.48,
2010-09-14,80.21,42.32,35.32,59.82,31.5,98.36,,,67.07,49.54,66.0,81.44,22.68,47.48,,21.51,77.65,58.82,62.85,39.41,23.64,71.34,22.01,72.46,37.87,
2010-09-15,81.38,43.25,35.47,59.72,31.23,97.3,,,66.93,49.89,66.38,81.4,22.9,47.85,,21.56,76.87,57.59,62.9,39.27,24.04,71.63,22.05,72.1,37.82,
2010-09-16,81.75,43.15,35.64,59.71,32.1,99.74,,,69.4,50.15,66.66,81.73,22.78,47.85,,21.85,76.37,60.55,63.18,38.95,24.17,72.23,22.12,72.41,37.16,
2010-09-17,82.2,43.38,36.15,59.97,31.85,99.86,,,70.07,50.16,67.36,81.72,23.46,48.39,,22.25,75.3,60.02,63.01,38.74,24.35,72.05,22.5,72.47,36.63,
2010-09-20,83.05,44.18,36.89,60.02,31.98,101.09,,,71.35,50.62,68.5,83.35,21.97,48.92,,22.2,75.43,60.96,63.27,38.76,23.19,72.66,22.72,74.71,36.63,
2010-09-21,83.0,43.96,36.56,59.75,31.37,98.52,,,71.16,50.72,68.43,82.99,21.99,48.63,,22.21,76.35,59.34,64.13,38.07,22.83,72.19,22.63,75.36,37.78,
2010-09-22,83.18,43.63,36.02,59.41,31.75,101.43,,,71.34,50.51,67.75,84.51,21.35,48.57,,21.94,75.49,60.27,64.94,37.84,22.4,72.08,22.47,75.47,36.8,
2010-09-23,82.94,43.29,35.53,58.89,31.69,98.68,,,71.06,50.03,66.69,84.23,20.87,47.92,,21.85,74.34,61.35,63.85,37.0,22.41,71.45,22.17,74.43,35.7,
2010-09-24,84.2,44.55,36.46,60.21,32.69,100.36,,,72.74,50.95,68.1,86.61,21.83,49.01,,22.46,76.44,62.09,63.4,37.64,23.04,72.92,22.71,75.26,36.46,
2010-09-27,83.86,44.84,36.36,59.42,32.61,101.69,,,72.46,50.68,67.68,86.56,21.72,48.82,,23.1,75.93,63.39,62.65,37.55,23.21,72.78,22.51,75.34,36.21,
2010-09-28,83.97,45.33,36.73,59.75,32.94,101.39,,,73.47,50.62,68.26,87.03,21.41,49.46,,23.445,76.12,61.77,64.23,38.02,23.35,73.14,22.7,76.59,36.74,
2010-09-29,82.85,46.13,37.18,58.87,32.43,99.35,,,73.53,50.57,67.95,86.2,21.43,48.71,,23.62,77.0,60.96,63.9,38.39,23.22,72.9,22.59,75.9,36.98,
2010-09-30,82.82,46.81,37.12,58.85,32.1,95.5,,,74.0,50.74,68.41,85.39,21.75,48.52,,23.9,76.97,58.76,62.81,38.2,23.17,72.8,22.48,75.14,36.92,
2010-10-01,83.02,47.26,37.24,59.39,32.25,94.65,,,74.57,51.32,67.83,89.13,22.36,48.79,,23.87,78.18,59.62,63.68,38.87,23.33,73.09,22.73,74.04,37.5,
2010-10-04,82.07,46.7,36.68,58.99,31.57,94.11,,,74.08,50.77,67.87,87.23,21.52,48.5,,24.09,77.59,58.79,62.74,38.55,22.91,72.24,22.36,73.71,36.89,
2010-10-05,84.2,48.14,37.73,60.5,32.94,98.03,,,76.17,52.1,69.6,91.175,22.27,49.55,,24.79,78.58,60.8,63.67,39.53,23.53,74.0,22.9,74.72,37.63,
2010-10-06,84.02,47.92,37.74,60.22,33.45,98.92,,,76.02,52.16,69.43,93.62,22.35,49.6,,24.22,79.23,61.01,64.72,39.83,23.43,74.76,22.78,74.0,37.99,
2010-10-07,82.41,47.75,37.59,60.0,33.08,98.64,,,76.78,51.74,68.42,91.4,21.95,49.49,,24.45,78.37,61.53,63.03,38.99,23.15,74.55,22.6,73.67,37.1,
2010-10-08,82.7,47.81,38.04,60.12,34.16,109.9,,,77.91,51.64,69.33,95.51,22.19,49.7,,25.25,78.96,65.61,62.89,39.92,22.93,75.21,22.86,73.48,36.79,
2010-10-11,82.53,48.04,38.29,60.62,33.95,113.45,,,78.36,51.66,69.55,95.38,22.39,49.56,,26.16,79.25,66.63,62.54,40.08,23.25,75.0,22.88,72.04,36.51,
2010-10-12,82.58,48.02,38.18,60.81,34.24,116.37,,,77.87,51.86,69.62,95.43,22.72,49.62,,26.3,78.1,68.15,62.0,39.88,23.15,75.5,22.94,72.72,36.01,
2010-10-13,82.91,48.82,38.42,61.97,34.32,118.39,,,78.67,52.3,71.0,99.08,23.16,50.07,,26.97,78.38,68.06,63.18,40.15,23.8,76.24,23.39,73.25,36.51,
2010-10-14,82.1,48.52,38.15,61.74,33.93,116.81,,,78.07,51.95,70.37,98.99,23.11,49.7,,27.02,78.75,66.55,62.54,39.64,23.9,76.33,23.41,73.11,36.43,
2010-10-15,81.66,48.49,38.24,62.18,34.04,119.86,,,78.5,52.06,70.53,98.05,23.53,49.8,,26.5,79.54,68.39,61.88,39.25,24.16,76.77,23.77,72.0,36.53,
2010-10-18,82.95,48.38,38.28,62.38,34.18,118.85,,,78.87,51.73,70.6,96.3,24.04,49.84,,26.75,78.66,66.66,62.49,39.51,24.35,76.88,23.7,72.17,36.51,
2010-10-19,81.3,47.35,37.99,61.55,32.72,114.73,,,77.17,50.76,69.27,92.72,23.1,48.95,,26.52,77.84,64.37,59.93,38.52,23.24,75.77,23.47,72.74,35.89,
2010-10-20,83.1,48.36,39.02,62.14,33.95,118.69,,,79.07,51.16,70.03,95.35,23.64,49.94,,27.13,78.54,67.12,60.48,39.38,23.92,77.46,23.96,72.79,36.19,
2010-10-21,84.93,48.68,38.98,62.14,34.03,118.34,,,79.37,51.55,70.32,96.43,23.52,49.86,,27.56,78.86,66.51,59.22,37.89,23.64,76.67,23.81,72.46,36.37,
2010-10-22,84.74,49.02,38.9,61.38,33.75,117.65,,,78.6,51.56,70.18,94.05,23.68,49.8,,27.55,78.91,65.96,59.37,37.88,24.1,76.43,23.76,72.98,36.7,
2010-10-25,85.74,50.07,39.51,61.5,34.97,118.15,,,82.59,52.12,71.18,96.07,23.96,50.04,,27.96,79.91,68.0,59.37,38.26,24.38,77.33,23.87,74.57,36.94,
2010-10-26,85.7,50.17,39.16,61.57,35.64,121.54,,,81.5,49.29,70.85,98.28,23.87,50.26,,27.72,80.41,71.44,59.46,37.88,24.34,77.3,23.55,71.95,36.75,
2010-10-27,84.17,49.84,37.99,60.8,35.53,121.32,,,80.3,49.57,69.33,95.5,24.94,49.84,,27.21,80.17,70.6,58.4,37.57,24.46,76.77,23.17,71.96,36.23,
2010-10-28,85.15,49.47,36.78,61.8,35.49,119.14,,,79.05,49.21,73.82,95.49,24.49,49.95,,27.51,79.87,70.39,59.81,37.96,24.54,76.6,23.0,71.75,36.26,
2010-10-29,84.97,50.13,36.35,64.36,35.65,122.53,,,78.57,49.32,73.1,94.795,25.28,50.16,,26.86,80.48,73.16,60.86,38.22,24.43,76.7,23.15,72.97,36.51,
2010-11-01,84.95,50.19,35.8,63.16,35.9,121.39,,,79.17,49.32,73.45,96.24,25.09,50.3,,26.0,80.26,72.33,61.23,38.2,24.74,76.67,23.05,72.32,36.2,
2010-11-02,86.36,50.75,36.31,64.29,36.61,122.25,,,79.68,49.42,74.94,97.66,24.86,50.66,,26.63,82.69,71.77,59.89,38.74,24.98,77.64,23.35,72.38,39.29,
2010-11-03,85.46,50.99,36.38,64.46,36.75,120.06,,,79.56,49.49,74.74,97.09,25.17,50.72,,26.95,82.28,70.39,59.11,38.54,24.89,77.89,23.18,72.15,38.88,
2010-11-04,86.86,52.78,37.79,65.73,38.33,121.19,,,80.7,49.54,76.24,103.89,26.18,53.34,,27.41,85.65,71.04,61.52,39.4,25.61,79.13,23.63,72.84,41.34,
2010-11-05,86.65,53.1,37.99,66.06,39.07,122.47,,,79.72,49.65,76.88,104.84,26.44,53.23,,28.35,86.96,70.78,61.62,40.4,25.93,79.67,23.59,73.27,42.39,
2010-11-08,87.21,52.88,37.43,65.55,38.87,124.77,,,79.75,49.67,77.03,105.28,26.5,53.62,,28.85,89.07,70.94,62.63,40.28,25.74,79.09,23.52,73.15,43.43,
2010-11-09,85.58,52.5,37.01,65.48,36.96,125.18,,,78.79,48.82,76.16,102.65,25.74,52.88,,28.44,89.16,72.2,60.51,39.92,25.29,78.26,23.26,73.15,42.12,
2010-11-10,85.27,53.0,37.06,65.69,37.5,124.06,,,78.4,49.1,76.69,104.33,25.96,53.33,,28.34,88.59,72.02,62.31,40.5,25.38,78.02,22.92,73.57,41.81,
2010-11-11,85.49,52.96,37.1,65.75,37.78,127.75,,,79.3,49.49,77.15,108.01,26.36,53.35,,28.29,88.0,73.86,63.02,40.64,25.57,78.11,22.81,73.81,41.63,
2010-11-12,84.0,51.96,36.44,64.88,36.73,119.65,,,77.39,48.88,75.21,103.92,25.67,52.46,,27.4,86.16,69.7,61.55,40.06,25.12,76.78,22.52,73.06,40.66,
2010-11-15,84.52,52.14,36.74,65.29,36.26,117.18,,,77.44,48.24,75.74,102.0,25.28,51.82,,27.66,85.65,66.41,60.66,39.36,25.07,76.86,22.49,73.51,39.61,
2010-11-16,83.21,51.18,36.04,64.49,35.07,114.52,,,76.4,47.61,74.55,97.61,24.61,50.74,,26.7,84.02,66.32,59.39,37.97,24.98,75.58,22.25,73.56,39.15,
2010-11-17,83.74,51.24,36.26,64.4,35.24,116.66,,,77.07,47.74,74.79,96.84,24.48,50.65,,27.23,84.91,67.42,59.59,37.64,24.86,76.08,22.46,72.8,38.94,
2010-11-18,85.65,52.8,37.07,65.44,36.82,120.25,,,78.96,48.89,76.84,99.85,24.84,51.3,,27.69,85.17,69.34,60.35,37.82,25.34,77.55,22.7,72.73,39.62,
2010-11-19,86.01,53.48,37.72,65.45,37.17,117.71,,,79.1,49.07,77.23,101.8,24.8,51.58,,28.75,85.12,70.05,60.34,37.96,25.54,77.38,22.87,73.38,39.55,
2010-11-22,85.5,53.93,37.72,65.7,37.29,118.0,,,79.39,49.07,77.25,102.01,25.39,51.99,,29.68,85.77,69.75,60.94,38.26,26.24,77.35,23.01,74.74,40.0,
2010-11-23,84.57,52.9,37.52,64.33,36.37,121.47,,,77.76,48.42,75.95,98.7,24.62,51.53,,28.95,85.48,69.02,60.59,37.5,25.81,75.92,22.89,74.09,39.2,
2010-11-24,86.55,54.55,38.41,65.5,37.17,124.61,,,79.48,49.12,78.86,100.72,25.6,52.48,,29.5,86.97,70.4,59.94,37.96,26.25,77.79,23.39,75.1,39.9,
2010-11-26,85.62,54.11,38.17,64.87,36.51,122.81,,,79.51,48.78,79.09,97.92,25.12,52.96,,29.38,85.14,69.8,58.54,37.54,26.09,77.63,23.26,74.74,38.76,
2010-11-29,85.82,54.3,37.78,64.55,36.36,122.06,,,79.27,48.56,78.81,101.3,25.29,52.79,,29.75,85.09,68.32,58.09,37.62,26.14,77.8,23.53,74.22,39.46,
2010-11-30,86.22,54.09,37.54,65.88,37.0,120.77,,,77.81,47.81,77.82,101.32,24.97,52.52,,29.21,84.54,67.63,58.83,37.74,25.65,77.96,23.53,74.17,40.12,
2010-12-01,86.39,55.37,38.59,67.94,38.43,124.04,,,81.21,47.88,80.51,105.49,25.49,53.55,,29.88,88.39,68.49,59.65,39.22,26.18,79.86,23.62,75.99,41.94,
2010-12-02,88.63,55.0,39.68,69.06,38.81,123.75,,,80.97,47.96,80.16,107.64,25.91,54.27,,30.49,90.15,66.96,60.51,40.26,26.9,80.19,23.98,76.21,42.35,
2010-12-03,87.61,55.23,39.85,68.85,39.48,126.83,,,82.06,47.59,80.22,108.95,26.24,55.03,,30.52,89.61,69.1,60.51,39.91,26.76,80.8,24.28,77.03,42.0,
2010-12-06,87.69,55.36,39.99,67.97,39.49,125.25,,,82.15,47.04,80.4,109.9,26.39,54.71,,31.08,88.9,69.32,63.45,39.74,26.48,79.95,24.14,76.97,41.67,
2010-12-07,87.52,55.57,40.75,67.98,38.94,122.62,,,82.47,47.22,81.08,110.63,26.65,55.17,,31.6,89.03,69.17,62.52,41.33,26.25,80.45,24.12,76.75,42.28,
2010-12-08,87.06,54.42,40.76,67.33,38.48,121.33,,,82.47,47.55,80.85,108.6,26.52,55.02,,30.86,88.99,68.62,60.83,41.2,26.35,79.84,23.99,77.24,42.29,
2010-12-09,88.75,55.07,41.1,67.76,38.91,121.71,,,81.41,47.81,81.24,110.66,26.68,55.12,,30.61,89.51,68.32,60.26,41.44,26.6,80.05,24.19,77.5,42.52,
2010-12-10,88.84,55.07,41.38,67.98,39.17,123.01,,,81.17,47.99,81.4,112.87,26.85,55.77,,31.1,90.5,68.59,61.42,41.88,26.6,80.9,24.32,77.76,43.28,
2010-12-13,88.68,55.05,41.39,68.26,39.56,120.0,,,81.06,48.94,79.91,115.53,26.69,55.45,,31.86,91.75,66.57,61.87,42.71,26.6,80.46,24.39,78.18,44.78,
2010-12-14,87.59,55.64,41.7,69.04,39.83,117.46,,,81.45,49.56,79.8,114.82,26.55,55.67,,31.99,93.59,65.5,61.74,43.19,26.79,81.33,24.63,79.38,47.37,
2010-12-15,88.02,54.81,41.73,68.38,40.05,119.67,,,80.3,49.04,79.26,114.82,25.75,55.25,,31.75,93.54,66.12,60.57,43.36,25.86,82.1,24.77,81.0,46.39,
2010-12-16,88.58,55.46,42.19,68.77,40.28,121.79,,,80.4,49.04,80.02,111.44,25.47,55.25,,31.2,94.8,66.01,59.9,44.35,25.89,81.46,24.99,81.97,47.33,
2010-12-17,89.33,56.3,42.3,68.5,40.5,124.98,,,80.25,50.07,79.75,113.71,25.94,55.1,,31.87,93.74,67.33,59.4,44.58,25.8,82.01,25.05,82.02,46.06,
2010-12-20,89.93,55.78,42.14,68.4,40.57,126.59,,,80.78,50.33,79.38,114.04,26.24,55.49,,32.1,93.08,67.42,60.19,44.29,25.77,82.36,25.16,82.95,45.5,
2010-12-21,90.53,56.73,42.21,69.29,41.15,129.18,,,81.9,50.24,80.25,116.2,26.8,55.61,,32.55,93.92,69.16,60.04,44.57,25.98,82.48,25.35,83.29,45.51,
2010-12-22,90.57,56.16,42.47,69.65,40.79,128.83,,,82.1,50.26,79.61,116.39,26.99,55.76,,32.95,93.75,69.21,59.31,44.5,25.9,82.64,25.46,84.5,45.22,
2010-12-23,90.8,56.15,42.43,69.21,40.82,134.99,,,82.4,50.25,79.7,118.17,27.01,55.4,,32.93,92.68,71.05,60.08,44.57,25.73,82.8,25.4,84.11,44.82,
2010-12-27,90.89,56.05,42.49,69.27,40.39,134.23,,,82.79,50.26,79.67,118.61,27.09,55.32,,32.96,93.4,71.48,60.09,44.43,25.77,83.02,25.41,84.26,44.43,
2010-12-28,91.22,55.93,42.24,69.48,40.27,131.99,,,83.25,50.41,79.52,118.28,27.11,55.38,,33.28,93.14,71.44,61.55,44.56,25.83,83.85,25.55,83.75,44.33,
2010-12-29,91.25,56.36,42.46,69.31,40.84,134.85,,,83.99,50.33,79.78,119.15,27.22,55.48,,33.4,94.0,74.8,61.19,44.25,25.85,84.21,25.59,83.87,45.17,
2010-12-30,90.95,56.13,42.44,69.0,41.04,136.67,,,83.95,50.48,80.19,118.95,27.19,55.27,,33.76,92.98,75.83,61.08,44.46,25.92,83.85,25.57,84.06,44.83,
2010-12-31,90.95,55.78,42.34,68.05,41.17,135.15,,,84.08,50.42,79.89,120.09,27.24,55.59,,34.4,92.24,76.36,61.43,43.82,25.84,84.07,25.45,83.75,44.36,
2011-01-03,90.53,55.86,41.83,68.89,42.28,136.23,,,85.35,50.52,80.58,119.58,28.02,55.65,,34.56,93.0,76.25,61.09,44.21,26.38,84.69,25.76,84.75,44.46,
2011-01-04,89.19,55.34,41.89,69.65,41.7,134.98,,,86.85,49.76,78.56,118.75,27.8,55.71,,34.87,86.98,75.0,59.08,43.83,26.22,83.43,25.56,83.72,42.14,
2011-01-05,88.8,55.16,41.61,70.17,41.71,137.0,,,87.49,49.86,77.77,118.35,28.14,55.86,,34.85,84.73,77.13,58.16,44.32,27.09,83.9,25.61,82.6,41.26,
2011-01-06,88.34,54.81,41.12,70.65,42.21,138.02,,,87.25,49.61,77.04,116.08,27.89,55.81,,34.97,82.85,77.62,56.94,43.91,27.25,83.6,25.83,82.86,40.49,
2011-01-07,88.5,54.68,40.98,70.08,42.3,137.47,,,87.23,49.25,76.81,117.47,27.99,55.92,,34.62,81.62,76.29,56.89,43.99,27.51,82.32,25.93,82.67,40.5,
2011-01-10,88.51,55.05,40.99,68.78,42.85,135.49,,,88.27,49.5,76.63,118.96,28.12,55.84,,35.24,82.67,75.58,57.75,43.75,27.75,82.58,25.91,82.62,40.37,
2011-01-11,88.32,55.8,41.06,69.32,42.77,135.07,,,88.56,49.0,76.75,121.8,28.19,55.93,,36.47,82.97,76.14,58.21,44.72,28.07,82.03,26.13,83.24,40.5,
2011-01-12,88.65,58.81,41.83,70.04,43.56,141.81,,,92.9,49.52,77.94,121.84,28.77,55.95,,36.74,83.6,79.81,57.79,44.73,28.51,83.01,26.26,83.13,40.71,
2011-01-13,88.86,58.44,41.51,70.73,43.19,142.47,,,92.28,49.04,77.58,118.07,28.87,55.98,,36.4,83.14,80.69,56.81,44.72,28.46,82.54,26.58,83.61,40.51,
2011-01-14,88.73,59.86,42.09,69.81,43.18,146.27,,,92.76,48.83,77.75,118.35,28.67,55.95,,36.61,83.89,82.97,55.72,44.2,28.64,83.14,26.86,84.28,41.06,
2011-01-18,89.1,60.66,42.4,70.94,43.87,149.45,,,94.15,49.1,78.89,118.6,28.31,56.21,,36.5,83.98,85.07,56.56,45.04,28.41,83.19,26.73,84.94,40.6,
2011-01-19,88.51,57.25,41.57,69.64,42.72,140.17,,,92.13,49.72,76.81,115.16,28.13,55.65,,35.66,83.5,76.15,55.46,43.79,28.46,82.79,25.69,83.11,40.37,
2011-01-20,87.26,56.87,41.41,69.2,40.77,135.83,,,90.58,49.6,75.76,110.9,27.45,55.65,,35.42,83.35,72.67,55.71,44.62,27.81,81.36,25.67,81.89,40.65,
2011-01-21,86.51,57.69,41.49,69.54,40.75,133.3,,,90.57,50.14,76.1,108.4,27.91,55.63,,35.05,83.53,73.2,55.84,44.55,28.39,82.15,25.45,82.29,40.51,
2011-01-24,86.5,57.7,41.88,70.23,40.76,132.27,,,91.85,50.37,76.86,108.47,28.81,56.33,,35.65,84.92,76.03,55.17,45.07,28.89,83.31,26.83,83.3,42.02,
2011-01-25,86.68,57.0,42.01,70.05,40.44,130.73,,,90.33,49.98,76.86,106.43,28.63,56.84,,35.7,84.54,75.71,55.88,44.94,27.92,83.58,26.82,86.09,42.23,
2011-01-26,86.92,57.11,42.33,71.67,41.02,134.56,,,93.89,50.45,76.39,110.32,28.92,57.41,,36.0,84.4,78.81,57.05,46.5,28.55,84.79,27.24,84.87,43.04,
2011-01-27,86.34,56.88,42.13,72.36,41.11,133.76,,,92.87,49.95,76.52,107.66,29.18,57.13,,36.2,84.71,78.67,55.37,45.4,28.83,83.92,27.18,85.7,43.16,
2011-01-28,85.77,55.58,41.39,70.92,40.36,133.98,,,91.85,49.26,75.01,106.17,28.44,56.12,,34.86,82.29,79.78,55.0,45.1,28.02,83.23,26.64,84.46,41.72,
2011-01-31,87.25,56.16,42.09,71.13,41.49,135.04,,,92.86,49.69,76.06,108.75,28.88,57.05,,35.94,83.5,81.04,55.07,45.91,28.25,84.28,26.69,84.73,42.56,
2011-02-01,89.62,57.74,41.8,72.5,43.09,138.4,,,91.47,50.62,79.1,114.07,29.57,58.6,,36.84,83.83,83.88,56.51,47.2,28.43,86.01,27.94,84.67,43.12,
2011-02-02,89.04,57.64,41.11,73.21,43.96,144.99,,,91.6,50.05,79.26,56.26,29.37,59.0,,36.55,84.22,83.21,55.65,47.82,28.74,85.15,27.55,83.83,42.85,
2011-02-03,88.59,57.51,39.15,73.95,43.02,142.22,,,91.22,50.2,79.48,56.89,29.26,58.88,,36.12,86.21,83.02,57.33,48.21,28.76,85.6,28.18,83.94,43.37,
2011-02-04,88.61,57.84,38.78,73.72,42.93,142.66,,,91.71,50.28,80.21,56.76,29.22,58.91,,36.17,86.0,82.53,56.97,47.97,28.55,85.85,28.17,84.11,42.95,
2011-02-07,89.25,57.43,39.2,73.47,43.25,146.23,,,92.29,50.46,81.08,55.62,29.34,59.36,,35.52,88.62,83.75,57.15,47.99,28.74,86.09,28.33,83.97,44.61,
2011-02-08,89.55,57.57,39.39,73.55,44.26,146.47,,,93.15,50.42,82.5,55.64,29.69,58.81,,35.48,90.65,84.05,58.27,47.62,28.88,86.73,28.49,84.17,44.76,
2011-02-09,88.49,57.22,40.1,73.8,43.3,152.02,,,91.81,49.79,81.33,53.89,29.64,58.45,,35.84,88.13,84.52,57.88,47.05,28.98,86.49,28.46,84.46,44.08,
2011-02-10,88.61,57.18,39.76,74.13,43.67,150.37,,,92.35,50.27,81.45,53.62,29.39,54.8,,36.75,88.77,85.92,56.98,47.29,28.7,87.52,28.22,85.34,44.1,
2011-02-11,89.06,57.36,40.28,74.05,43.8,150.34,,,93.32,49.55,81.59,53.52,29.34,56.45,,37.07,89.54,88.32,56.88,47.81,29.09,88.38,28.39,85.83,44.47,
